trace_id,event_id,org:group,resource country,organization country,resource,organization involved,org:role,impact,product,timestamp,activity
1-404736991,0,Org line B,France,in,Lionel,G230 2nd,E_10,Medium,PROD424,2010-09-27 12:55:41+00:00,Accepted_In Progress
1-404736991,1,Org line B,France,in,Lionel,G230 2nd,E_10,Medium,PROD424,2010-09-27 16:32:05+00:00,Queued_Awaiting Assignment
1-404736991,2,Org line B,France,in,Nicolas,G230 2nd,E_10,Medium,PROD424,2010-09-29 07:53:12+00:00,Accepted_In Progress
1-404736991,3,Org line C,Sweden,in,Åsa,G261 3rd,C_6,Medium,PROD424,2010-09-29 07:55:31+00:00,Queued_Awaiting Assignment
1-404736991,4,Org line C,Sweden,in,Anders,G261 3rd,C_6,Medium,PROD424,2010-10-22 14:31:35+00:00,Accepted_In Progress
1-404736991,5,Org line C,Sweden,in,Patrik,G195,E_1,Medium,PROD424,2010-10-28 11:47:41+00:00,Queued_Awaiting Assignment
1-404736991,6,Org line C,Sweden,in,Gunilla,G195,E_1,Medium,PROD424,2010-11-12 11:33:36+00:00,Accepted_In Progress
1-404736991,7,Org line B,France,in,Lionel,G230 2nd,E_10,Medium,PROD424,2010-11-12 11:52:43+00:00,Queued_Awaiting Assignment
1-404736991,8,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2010-11-16 10:09:29+00:00,Accepted_In Progress
1-404736991,9,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2010-11-16 10:22:09+00:00,Accepted_In Progress
1-404736991,10,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2010-11-19 16:26:11+00:00,Accepted_Wait
1-404736991,11,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2011-06-30 08:22:26+00:00,Accepted_In Progress
1-404736991,12,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2011-07-01 15:08:45+00:00,Accepted_Wait
1-404736991,13,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2012-02-29 17:04:06+00:00,Accepted_In Progress
1-404736991,14,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Medium,PROD424,2012-02-29 17:07:28+00:00,Completed_Closed
1-405112616,0,Org line A2,Sweden,se,Carin,G349 3rd,A2_3,Low,PROD93,2010-09-28 14:22:31+00:00,Accepted_In Progress
1-405112616,1,Org line A2,Sweden,se,Carin,G349 3rd,A2_3,Low,PROD93,2010-09-28 14:26:58+00:00,Accepted_Assigned
1-405112616,2,Org line A2,Sweden,se,Lennart,G349 3rd,A2_3,Low,PROD93,2011-12-11 19:57:51+00:00,Accepted_Assigned
1-405112616,3,Org line A2,Sweden,se,Ann,G349 3rd,A2_3,Low,PROD93,2012-03-30 12:42:05+00:00,Accepted_In Progress
1-405112616,4,Org line A2,Sweden,se,Ann,G349 3rd,A2_3,Low,PROD93,2012-03-30 12:42:14+00:00,Accepted_Wait
1-405112616,5,Org line A2,Sweden,se,Ann,G349 3rd,A2_3,Low,PROD93,2012-05-28 08:33:05+00:00,Completed_Closed
1-405248961,0,Org line C,Sweden,se,Åsa,G141 3rd,C_6,Medium,PROD734,2010-09-29 07:16:42+00:00,Accepted_In Progress
1-405248961,1,Org line C,Sweden,se,Åsa,G141 3rd,C_6,Medium,PROD734,2010-09-29 07:22:50+00:00,Queued_Awaiting Assignment
1-405248961,2,Org line C,Sweden,se,Mattias,G141 3rd,C_6,Medium,PROD734,2010-09-29 12:14:49+00:00,Accepted_In Progress
1-405248961,3,Org line C,Sweden,se,Per,G141 3rd,C_6,Medium,PROD734,2011-05-17 11:16:13+00:00,Accepted_Assigned
1-405248961,4,Org line C,Sweden,se,Johan,G141 3rd,C_6,Medium,PROD734,2011-07-04 11:08:32+00:00,Accepted_Assigned
1-405248961,5,Org line C,Sweden,se,Jonny,G141 3rd,C_6,Medium,PROD734,2011-09-12 09:07:06+00:00,Accepted_In Progress
1-405248961,6,Org line C,Sweden,se,Erik,G141 3rd,C_6,Medium,PROD734,2011-12-27 08:23:07+00:00,Accepted_Assigned
1-405248961,7,Org line C,Sweden,se,Erik,G141 3rd,C_6,Medium,PROD734,2011-12-27 08:41:53+00:00,Accepted_Wait
1-405248961,8,Org line C,Sweden,se,Erik,G141 3rd,C_6,Medium,PROD734,2012-02-17 15:53:41+00:00,Completed_Closed
1-406010922,0,Org line A2,Sweden,se,Anette,U5 2nd,A2_3,High,PROD831,2010-10-01 11:18:17+00:00,Accepted_In Progress
1-406010922,1,Org line A2,Sweden,se,Anette,U5 2nd,A2_3,High,PROD831,2011-11-28 15:18:58+00:00,Accepted_Assigned
1-406010922,2,Org line A2,Sweden,se,Stefan,U5 2nd,A2_3,High,PROD831,2012-02-06 14:12:33+00:00,Accepted_In Progress
1-406010922,3,Org line A2,Sweden,se,Valter,U5 2nd,A2_3,High,PROD831,2012-02-06 14:17:07+00:00,Accepted_Assigned
1-406010922,4,Org line A2,Sweden,se,Agneta,U6 2nd,A2_3,High,PROD831,2012-04-25 11:19:22+00:00,Queued_Awaiting Assignment
1-406010922,5,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,High,PROD831,2012-04-25 11:32:24+00:00,Accepted_Assigned
1-406010922,6,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,High,PROD831,2012-05-15 11:34:52+00:00,Accepted_In Progress
1-406010922,7,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,High,PROD831,2012-05-15 11:34:53+00:00,Completed_Closed
1-406066421,0,Org line C,Sweden,se,Peter,G250 3rd,C_6,Medium,PROD660,2010-10-01 12:31:57+00:00,Accepted_In Progress
1-406066421,1,Org line C,Sweden,se,Peter,G250 3rd,C_6,Medium,PROD660,2010-10-01 12:46:40+00:00,Queued_Awaiting Assignment
1-406066421,2,Org line C,Sweden,se,Peter,G250 3rd,C_6,Medium,PROD660,2010-10-01 13:12:48+00:00,Accepted_In Progress
1-406066421,3,Org line C,Sweden,se,Peter,G250 3rd,C_6,Medium,PROD660,2010-10-26 08:58:39+00:00,Accepted_Wait
1-406066421,4,Org line C,Sweden,se,Stefan,G250 3rd,C_6,Medium,PROD660,2010-11-30 09:34:09+00:00,Accepted_Assigned
1-406066421,5,Org line C,Sweden,se,Peter,G250 3rd,C_6,Medium,PROD660,2011-02-28 08:56:55+00:00,Accepted_In Progress
1-406066421,6,Org line C,Sweden,se,Peter,G250 3rd,C_6,Medium,PROD660,2011-04-04 13:36:41+00:00,Accepted_Wait
1-406066421,7,Org line C,Sweden,se,Kenneth,G250 3rd,C_6,Medium,PROD660,2011-06-17 09:16:19+00:00,Accepted_In Progress
1-406066421,8,Org line C,Sweden,se,Kenneth,G250 3rd,C_6,Medium,PROD660,2012-01-04 11:33:27+00:00,Completed_Closed
1-406852699,0,Org line A2,Sweden,se,Daniel,M3 2nd,A2_3,Major,PROD655,2010-10-05 12:39:09+00:00,Accepted_In Progress
1-406852699,1,Org line A2,Sweden,se,Daniel,M3 2nd,A2_3,Major,PROD655,2012-04-11 14:41:01+00:00,Accepted_In Progress
1-406852699,2,Org line A2,Sweden,se,Daniel,M3 2nd,A2_3,Major,PROD655,2012-04-11 14:41:18+00:00,Completed_Closed
1-406875315,0,Org line A2,Sweden,se,Lars,G61 3rd,A2_4,Medium,PROD194,2010-10-05 13:08:44+00:00,Accepted_In Progress
1-406875315,1,Org line A2,Sweden,se,Lars,G61 3rd,A2_4,Medium,PROD194,2011-10-26 06:16:46+00:00,Accepted_Wait
1-406875315,2,Org line A2,Sweden,se,Lars,G61 3rd,A2_4,Medium,PROD194,2012-01-18 12:01:17+00:00,Queued_Awaiting Assignment
1-406875315,3,Org line A2,Sweden,se,Lars,G60 2nd,A2_4,Medium,PROD194,2012-02-15 15:46:11+00:00,Accepted_In Progress
1-406875315,4,Org line A2,Sweden,se,Lars,G60 2nd,A2_4,Medium,PROD194,2012-02-15 15:50:19+00:00,Accepted_Wait
1-406875315,5,Org line A2,Sweden,se,Lars,G60 2nd,A2_4,Medium,PROD194,2012-02-23 15:25:26+00:00,Completed_Closed
1-407517548,0,Org line C,USA,us,Michael,G88 2nd,E_4,Medium,PROD793,2010-10-07 13:39:55+00:00,Accepted_In Progress
1-407517548,1,Org line C,USA,us,Michael,G88 2nd,E_4,Medium,PROD793,2011-10-12 15:49:01+00:00,Accepted_In Progress
1-407517548,2,Org line C,USA,us,Michael,G88 2nd,E_4,Medium,PROD793,2012-01-11 16:15:59+00:00,Completed_Closed
1-407737529,0,Org line C,Sweden,se,Åsa,G141 3rd,C_6,Medium,PROD660,2010-10-08 08:56:03+00:00,Accepted_In Progress
1-407737529,1,Org line C,Sweden,se,Åsa,G141 3rd,C_6,Medium,PROD660,2010-10-12 08:47:28+00:00,Queued_Awaiting Assignment
1-407737529,2,Org line C,Sweden,se,Jakob,G141 3rd,C_6,Medium,PROD660,2010-10-12 20:45:29+00:00,Accepted_In Progress
1-407737529,3,Org line C,Sweden,se,Johan,G141 3rd,C_6,Medium,PROD660,2010-10-12 20:54:36+00:00,Accepted_Assigned
1-407737529,4,Org line C,Sweden,se,Johan,G141 3rd,C_6,Medium,PROD660,2011-09-15 06:50:13+00:00,Accepted_In Progress
1-407737529,5,Org line C,Sweden,se,Mica,G141 3rd,C_6,Medium,PROD660,2011-12-21 11:51:20+00:00,Accepted_Assigned
1-407737529,6,Org line C,Sweden,se,Mica,G141 3rd,C_6,Medium,PROD660,2012-03-12 12:04:33+00:00,Completed_Closed
1-407876996,0,Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Medium,PROD821,2010-10-08 15:16:15+00:00,Accepted_In Progress
1-407876996,1,Org line G4,Sweden,se,Ing-Marie,G51 2nd,,Medium,PROD821,2010-10-08 15:19:28+00:00,Queued_Awaiting Assignment
1-407876996,2,Org line G4,Sweden,se,Suresh,G51 2nd,,Medium,PROD821,2012-01-26 13:06:44+00:00,Accepted_In Progress
1-407876996,3,Org line G4,Sweden,se,Suresh,G51 2nd,,Medium,PROD821,2012-01-26 13:06:48+00:00,Completed_Closed
1-408853759,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-10-13 13:25:40+00:00,Accepted_In Progress
1-408853759,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-10-13 13:27:43+00:00,Queued_Awaiting Assignment
1-408853759,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD98,2010-10-13 14:07:09+00:00,Accepted_In Progress
1-408853759,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-10-13 14:07:14+00:00,Accepted_Assigned
1-408853759,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-02-04 09:50:38+00:00,Accepted_In Progress
1-408853759,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-02-04 09:53:53+00:00,Completed_Closed
1-409247778,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-14 14:01:51+00:00,Accepted_In Progress
1-409247778,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-14 14:05:01+00:00,Queued_Awaiting Assignment
1-409247778,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD97,2010-10-15 10:48:49+00:00,Accepted_In Progress
1-409247778,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-15 10:48:57+00:00,Accepted_Assigned
1-409247778,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-02-04 09:54:04+00:00,Accepted_In Progress
1-409247778,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-02-04 10:10:14+00:00,Completed_Closed
1-409309026,0,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Medium,PROD753,2010-10-14 15:44:01+00:00,Accepted_In Progress
1-409309026,1,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Medium,PROD753,2012-03-13 07:14:51+00:00,Accepted_In Progress
1-409309026,2,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Medium,PROD753,2012-03-13 07:16:12+00:00,Completed_Closed
1-410929705,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-19 13:04:28+00:00,Accepted_In Progress
1-410929705,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-19 13:20:45+00:00,Queued_Awaiting Assignment
1-410929705,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD97,2010-10-19 15:13:27+00:00,Accepted_In Progress
1-410929705,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-19 15:13:34+00:00,Accepted_Assigned
1-410929705,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-30 12:01:53+00:00,Accepted_In Progress
1-410929705,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-30 12:02:08+00:00,Completed_Closed
1-411078092,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-19 16:24:16+00:00,Accepted_In Progress
1-411078092,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-19 16:28:44+00:00,Queued_Awaiting Assignment
1-411078092,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD97,2010-10-20 15:19:49+00:00,Accepted_In Progress
1-411078092,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2010-10-20 15:20:10+00:00,Accepted_Assigned
1-411078092,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-02-04 10:12:14+00:00,Accepted_In Progress
1-411078092,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-02-04 11:30:55+00:00,Completed_Closed
1-413205820,0,Org line A2,USA,us,Fredrik,G113 2nd,A2_4,Low,PROD546,2010-10-25 11:53:47+00:00,Accepted_In Progress
1-413205820,1,Org line A2,USA,us,Fredrik,G113 2nd,A2_4,Low,PROD546,2011-10-05 21:07:51+00:00,Accepted_In Progress
1-413205820,2,Org line A2,USA,us,Fredrik,L23 3rd,A2_4,Low,PROD546,2011-10-05 21:07:59+00:00,Queued_Awaiting Assignment
1-413205820,3,Org line A2,USA,us,Fredrik,G113 2nd,A2_4,Low,PROD546,2011-10-06 18:05:33+00:00,Accepted_In Progress
1-413205820,4,Org line A2,USA,us,Joakim,G113 2nd,A2_4,Low,PROD546,2011-12-06 20:31:33+00:00,Accepted_Assigned
1-413205820,5,Org line A2,USA,us,Joakim,G113 2nd,A2_4,Low,PROD546,2012-01-04 12:52:57+00:00,Completed_Closed
1-413276708,0,Org line A2,Sweden,us,Rune,L23 3rd,A2_4,Medium,PROD521,2010-10-25 13:20:49+00:00,Accepted_In Progress
1-413276708,1,Org line A2,Sweden,us,Rune,L23 3rd,A2_4,Medium,PROD521,2010-10-25 13:40:53+00:00,Accepted_Wait
1-413276708,2,Org line A2,Sweden,us,Rune,L23 3rd,A2_4,Medium,PROD521,2012-05-15 14:27:14+00:00,Completed_Closed
1-413665008,0,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,High,PROD753,2010-10-26 07:14:34+00:00,Accepted_In Progress
1-413665008,1,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,High,PROD753,2012-05-29 08:24:46+00:00,Completed_Closed
1-415000020,0,Org line C,Sweden,se,Åsa,G141 3rd,C_6,Medium,PROD660,2010-10-29 09:39:08+00:00,Accepted_In Progress
1-415000020,1,Org line C,Sweden,se,Åsa,G141 3rd,C_6,Medium,PROD660,2010-10-29 09:44:24+00:00,Queued_Awaiting Assignment
1-415000020,2,Org line C,Sweden,se,Jonas,G141 3rd,C_6,Medium,PROD660,2010-11-01 07:37:07+00:00,Accepted_In Progress
1-415000020,3,Org line C,Sweden,se,Anna,G135 2nd,E_7,Medium,PROD660,2010-11-01 10:00:46+00:00,Queued_Awaiting Assignment
1-415000020,4,Org line C,Sweden,se,Anna,G135 2nd,E_7,Medium,PROD660,2011-09-08 09:19:39+00:00,Accepted_In Progress
1-415000020,5,Org line C,Sweden,se,Anna,G135 2nd,E_7,Medium,PROD660,2011-09-08 09:19:45+00:00,Accepted_Wait
1-415000020,6,Org line C,Sweden,se,Anna,G135 2nd,E_7,Medium,PROD660,2012-02-01 13:00:34+00:00,Accepted_In Progress
1-415000020,7,Org line C,Sweden,se,Anna,G135 2nd,E_7,Medium,PROD660,2012-02-01 13:00:54+00:00,Completed_Closed
1-415822336,0,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-03 07:04:02+00:00,Accepted_In Progress
1-415822336,1,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-03 08:52:09+00:00,Accepted_Wait
1-415822336,2,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-24 12:41:08+00:00,Queued_Awaiting Assignment
1-415822336,3,Org line A2,Sweden,se,Michael,S21 2nd,A2_3,Medium,PROD412,2010-11-24 12:50:59+00:00,Accepted_In Progress
1-415822336,4,Org line A2,Sweden,se,Michael,S21 2nd,A2_3,Medium,PROD412,2010-11-24 12:51:02+00:00,Accepted_Wait
1-415822336,5,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-24 13:08:53+00:00,Queued_Awaiting Assignment
1-415822336,6,Org line A2,Sweden,se,Michael,S21 2nd,A2_3,Medium,PROD412,2010-11-24 13:11:07+00:00,Accepted_In Progress
1-415822336,7,Org line A2,Sweden,se,Michael,S21 2nd,A2_3,Medium,PROD412,2010-11-24 13:11:10+00:00,Accepted_Wait
1-415822336,8,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-25 13:37:13+00:00,Queued_Awaiting Assignment
1-415822336,9,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-25 13:38:42+00:00,Accepted_In Progress
1-415822336,10,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-25 13:40:20+00:00,Accepted_Wait
1-415822336,11,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-02-21 14:15:29+00:00,Accepted_In Progress
1-415822336,12,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-02-21 14:15:31+00:00,Completed_Closed
1-415946366,0,Org line C,Sweden,se,Edo,G334 2nd,E_6,High,PROD101,2010-11-02 12:25:54+00:00,Accepted_In Progress
1-415946366,1,Org line C,Sweden,se,Edo,G334 2nd,E_6,High,PROD101,2010-11-02 12:26:39+00:00,Accepted_Assigned
1-415946366,2,Org line C,Sweden,se,Henrik,G334 2nd,E_6,High,PROD101,2012-02-17 14:42:14+00:00,Accepted_In Progress
1-415946366,3,Org line C,Sweden,se,Henrik,G334 2nd,E_6,High,PROD101,2012-02-17 14:42:16+00:00,Completed_Closed
1-416247009,0,Org line V2,Sweden,se,Jonas,T4 2nd,,Medium,PROD63,2010-11-03 10:05:57+00:00,Accepted_In Progress
1-416247009,1,Org line V2,Sweden,se,Jonas,T4 2nd,,Medium,PROD63,2011-03-01 13:29:00+00:00,Accepted_Wait
1-416247009,2,Org line V2,Sweden,se,Jonas,T4 2nd,,Medium,PROD63,2011-09-30 10:08:50+00:00,Accepted_In Progress
1-416247009,3,Org line V2,Sweden,se,Jonas,T4 2nd,,Medium,PROD63,2012-03-19 11:14:32+00:00,Completed_Closed
1-417868043,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-08 10:27:05+00:00,Accepted_In Progress
1-417868043,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-08 10:30:20+00:00,Queued_Awaiting Assignment
1-417868043,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD98,2010-11-08 10:55:05+00:00,Accepted_In Progress
1-417868043,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-08 10:55:14+00:00,Accepted_Assigned
1-417868043,4,Org line G3,Sweden,us,Santhosh,G199 3rd,,Medium,PROD98,2010-11-11 14:18:11+00:00,Accepted_In Progress
1-417868043,5,Org line G3,Sweden,us,Santhosh,G199 3rd,,Medium,PROD98,2010-11-11 14:20:41+00:00,Accepted_In Progress
1-417868043,6,Org line A2,Sweden,us,Niklas,G21 2nd,A2_2,Medium,PROD98,2010-11-11 14:20:54+00:00,Queued_Awaiting Assignment
1-417868043,7,Org line A2,Sweden,us,Y,G21 2nd,A2_2,Medium,PROD98,2010-11-11 14:21:28+00:00,Accepted_Assigned
1-417868043,8,Org line A2,Sweden,us,Y,G21 2nd,A2_2,Medium,PROD98,2010-11-16 07:54:16+00:00,Accepted_In Progress
1-417868043,9,Org line A2,Sweden,us,Y,G21 2nd,A2_2,Medium,PROD98,2010-11-16 08:00:17+00:00,Accepted_Wait
1-417868043,10,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2011-02-09 10:54:19+00:00,Queued_Awaiting Assignment
1-417868043,11,Org line A2,Sweden,us,Padmanabha,G21 2nd,A2_2,Medium,PROD98,2011-02-16 10:45:37+00:00,Accepted_In Progress
1-417868043,12,Org line A2,Sweden,us,Hannes,G21 2nd,A2_2,Medium,PROD98,2011-02-16 10:45:45+00:00,Queued_Awaiting Assignment
1-417868043,13,Org line A2,Sweden,us,Y,G21 2nd,A2_2,Medium,PROD98,2011-02-16 10:46:16+00:00,Accepted_Assigned
1-417868043,14,Org line G3,Sweden,us,Padmanabha,G199 3rd,,Medium,PROD98,2011-02-16 10:54:51+00:00,Accepted_In Progress
1-417868043,15,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2011-02-16 10:55:10+00:00,Accepted_Assigned
1-417868043,16,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-01-30 12:05:37+00:00,Accepted_In Progress
1-417868043,17,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-01-30 12:06:01+00:00,Completed_Closed
1-418122119,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-09 06:48:53+00:00,Accepted_In Progress
1-418122119,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-09 06:51:35+00:00,Queued_Awaiting Assignment
1-418122119,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD98,2010-11-09 08:48:16+00:00,Accepted_In Progress
1-418122119,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-09 08:48:31+00:00,Accepted_Assigned
1-418122119,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-02-04 11:31:11+00:00,Accepted_In Progress
1-418122119,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-02-04 11:32:21+00:00,Completed_Closed
1-418890453,0,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2010-11-10 09:48:43+00:00,Accepted_In Progress
1-418890453,1,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2010-12-29 09:30:03+00:00,Completed_Closed
1-418890453,2,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2010-12-29 09:37:12+00:00,Accepted_In Progress
1-418890453,3,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-02-21 14:25:02+00:00,Accepted_In Progress
1-418890453,4,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-02-21 14:25:20+00:00,Completed_Closed
1-419236954,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-11 05:01:36+00:00,Accepted_In Progress
1-419236954,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-11 05:04:54+00:00,Queued_Awaiting Assignment
1-419236954,2,Org line G3,Sweden,us,Santhosh,G199 3rd,,Medium,PROD98,2010-11-11 10:08:22+00:00,Accepted_In Progress
1-419236954,3,Org line G3,Sweden,us,Santhosh,G199 3rd,,Medium,PROD98,2010-11-11 10:28:52+00:00,Accepted_Wait
1-419236954,4,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD98,2010-11-11 10:37:00+00:00,Accepted_In Progress
1-419236954,5,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD98,2010-11-11 10:37:15+00:00,Accepted_Assigned
1-419236954,6,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-11 13:37:07+00:00,Accepted_Assigned
1-419236954,7,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-02-04 11:32:39+00:00,Accepted_In Progress
1-419236954,8,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD98,2012-02-04 11:36:16+00:00,Completed_Closed
1-419614582,0,Org line G4,Sweden,se,Suresh,G51 2nd,,Low,PROD54,2010-11-12 07:55:20+00:00,Accepted_In Progress
1-419614582,1,Org line G4,Sweden,se,Suresh,G51 2nd,,Low,PROD54,2012-01-26 13:13:48+00:00,Accepted_In Progress
1-419614582,2,Org line G4,Sweden,se,Suresh,G51 2nd,,Low,PROD54,2012-01-26 13:13:50+00:00,Completed_Closed
1-419783741,0,Org line G4,Sweden,se,Veeraraghavendra,G51 2nd,,Medium,PROD405,2010-11-12 13:05:33+00:00,Accepted_Assigned
1-419783741,1,Org line G4,INDIA,se,Vipin,G51 2nd,,Medium,PROD405,2012-02-01 12:16:41+00:00,Accepted_In Progress
1-419783741,2,Org line G4,INDIA,se,Vipin,G51 2nd,,Medium,PROD405,2012-02-01 12:17:55+00:00,Completed_Closed
1-419783822,0,Org line G4,Sweden,se,Veeraraghavendra,G51 2nd,,Medium,PROD405,2010-11-12 13:09:24+00:00,Accepted_Assigned
1-419783822,1,Org line G4,INDIA,se,Vipin,G51 2nd,,Medium,PROD405,2012-02-01 12:18:38+00:00,Accepted_In Progress
1-419783822,2,Org line G4,INDIA,se,Vipin,G51 2nd,,Medium,PROD405,2012-02-01 12:19:29+00:00,Completed_Closed
1-422390390,0,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Medium,PROD753,2010-11-19 14:29:24+00:00,Accepted_In Progress
1-422390390,1,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Medium,PROD753,2012-03-13 08:57:01+00:00,Accepted_In Progress
1-422390390,2,Org line A2,China,cn,Carrie,M1 2nd,A2_2,Medium,PROD753,2012-03-13 08:58:33+00:00,Completed_Closed
1-422418092,0,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-19 17:20:40+00:00,Accepted_In Progress
1-422418092,1,Org line G4,Sweden,se,Viktoria,S30 2nd,,Medium,PROD412,2010-11-19 17:25:24+00:00,Queued_Awaiting Assignment
1-422418092,2,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-02-06 11:47:02+00:00,Accepted_In Progress
1-422418092,3,Org line G4,Sweden,se,David,S30 2nd,,Medium,PROD412,2012-02-06 11:47:29+00:00,Accepted_Assigned
1-422418092,4,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-02-06 11:47:52+00:00,Accepted_In Progress
1-422418092,5,Org line G4,Sweden,se,David,S30 2nd,,Medium,PROD412,2012-02-06 11:48:30+00:00,Accepted_Assigned
1-422418092,6,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-03-06 14:07:15+00:00,Accepted_In Progress
1-422418092,7,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD412,2012-03-06 14:07:20+00:00,Completed_Closed
1-422877530,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD98,2010-11-22 13:20:07+00:00,Accepted_In Progress
