trace_id,event_id,timestamp,activity,resource
Case1438,2,2010-07-30 04:46:28+00:00,Resolve ticket,Value 2
Case1438,3,2010-08-28 07:50:18+00:00,Closed,Value 5
Case1439,0,2012-03-23 09:06:05+00:00,Assign seriousness,Value 13
Case1439,1,2012-03-23 09:06:13+00:00,Take in charge ticket,Value 13
Case1439,2,2012-03-23 09:11:09+00:00,Resolve ticket,Value 13
Case1439,3,2012-04-25 07:10:16+00:00,Closed,Value 5
Case1440,0,2010-11-10 14:50:53+00:00,Assign seriousness,Value 14
Case1440,1,2010-11-11 09:48:09+00:00,Take in charge ticket,Value 14
Case1440,2,2010-11-11 09:49:12+00:00,Resolve ticket,Value 14
Case1440,3,2010-12-11 15:01:00+00:00,Closed,Value 5
Case1441,0,2013-02-06 09:03:05+00:00,Assign seriousness,Value 2
Case1441,1,2013-03-14 12:39:51+00:00,Take in charge ticket,Value 2
Case1441,2,2013-03-14 13:18:15+00:00,Resolve ticket,Value 2
Case1441,3,2013-03-29 13:18:35+00:00,Closed,Value 3
Case1442,0,2011-11-21 12:52:46+00:00,Assign seriousness,Value 4
Case1442,1,2011-11-21 14:27:32+00:00,Assign seriousness,Value 9
Case1442,2,2011-11-21 14:27:33+00:00,Assign seriousness,Value 9
Case1442,3,2011-11-23 06:13:17+00:00,Take in charge ticket,Value 2
Case1442,4,2011-11-25 08:28:26+00:00,Resolve ticket,Value 17
Case1442,5,2011-12-22 13:00:48+00:00,Closed,Value 5
Case1443,0,2012-01-19 09:41:57+00:00,Assign seriousness,Value 9
Case1443,1,2012-01-19 09:42:05+00:00,Resolve ticket,Value 9
Case1443,2,2012-02-21 09:51:00+00:00,Closed,Value 5
Case1444,0,2012-01-17 09:39:41+00:00,Assign seriousness,Value 1
Case1444,1,2012-01-17 12:31:59+00:00,Take in charge ticket,Value 9
Case1444,2,2012-01-17 12:49:02+00:00,Resolve ticket,Value 9
Case1444,3,2012-02-17 09:40:14+00:00,Closed,Value 5
Case1445,0,2013-10-31 08:31:10+00:00,Assign seriousness,Value 9
Case1445,1,2013-10-31 12:48:35+00:00,Take in charge ticket,Value 2
Case1445,2,2013-11-18 07:44:21+00:00,Resolve ticket,Value 2
Case1445,3,2013-12-03 07:44:36+00:00,Closed,Value 3
Case1446,0,2010-06-23 12:39:30+00:00,Assign seriousness,Value 14
Case1446,1,2010-06-23 13:01:26+00:00,Assign seriousness,Value 2
Case1446,2,2010-06-24 04:46:16+00:00,Assign seriousness,Value 2
Case1446,3,2010-06-24 04:46:32+00:00,Take in charge ticket,Value 2
Case1446,4,2010-06-24 07:33:16+00:00,Resolve ticket,Value 2
Case1446,5,2010-07-14 07:28:32+00:00,Take in charge ticket,Value 2
Case1446,6,2010-07-26 06:27:55+00:00,Wait,Value 2
Case1446,7,2010-08-06 10:09:51+00:00,Take in charge ticket,Value 21
Case1446,8,2010-08-06 10:10:30+00:00,Resolve ticket,Value 21
Case1446,9,2010-08-06 10:56:43+00:00,Closed,Value 21
Case1447,0,2012-06-13 05:56:27+00:00,Assign seriousness,Value 4
Case1447,1,2012-06-13 07:33:42+00:00,Take in charge ticket,Value 13
Case1447,2,2012-06-15 11:49:10+00:00,Resolve ticket,Value 13
Case1447,3,2012-07-14 06:00:28+00:00,Closed,Value 5
Case1448,0,2012-03-26 09:58:55+00:00,Assign seriousness,Value 1
Case1448,1,2012-03-28 12:35:40+00:00,Take in charge ticket,Value 9
Case1448,2,2012-03-28 12:39:42+00:00,Wait,Value 9
Case1448,3,2012-03-30 11:07:19+00:00,Resolve ticket,Value 9
Case1448,4,2012-04-28 07:30:51+00:00,Closed,Value 5
Case1449,0,2012-10-05 12:03:20+00:00,Assign seriousness,Value 1
Case1449,1,2012-10-05 12:09:27+00:00,Wait,Value 1
Case1449,2,2012-10-09 12:21:05+00:00,Take in charge ticket,Value 1
Case1449,3,2012-10-12 09:53:57+00:00,Wait,Value 1
Case1449,4,2012-11-02 15:00:41+00:00,Resolve ticket,Value 1
Case1449,5,2012-11-17 15:00:58+00:00,Closed,Value 3
Case1450,0,2013-04-22 12:27:04+00:00,Assign seriousness,Value 1
Case1450,1,2013-05-03 04:47:34+00:00,Take in charge ticket,Value 2
Case1450,2,2013-05-08 04:49:26+00:00,Wait,Value 2
Case1450,3,2013-05-08 09:30:22+00:00,Resolve ticket,Value 2
Case1450,4,2013-05-23 09:30:40+00:00,Closed,Value 3
Case1451,0,2013-05-14 12:48:49+00:00,Assign seriousness,Value 14
Case1451,1,2013-05-16 12:12:40+00:00,Take in charge ticket,Value 2
Case1451,2,2013-05-17 09:07:35+00:00,Require upgrade,Value 4
Case1451,3,2013-06-05 05:37:32+00:00,Resolve ticket,Value 9
Case1451,4,2013-06-05 05:38:32+00:00,Resolve ticket,Value 9
Case1451,5,2013-06-20 05:37:52+00:00,Closed,Value 3
Case1452,0,2011-04-12 05:01:20+00:00,Assign seriousness,Value 2
Case1452,1,2011-04-12 07:40:21+00:00,Take in charge ticket,Value 2
Case1452,2,2011-04-12 07:41:04+00:00,Resolve ticket,Value 2
Case1452,3,2011-05-30 05:10:41+00:00,Closed,Value 5
Case1453,0,2011-10-17 06:03:32+00:00,Assign seriousness,Value 1
Case1453,1,2011-10-17 11:17:21+00:00,Take in charge ticket,Value 13
Case1453,2,2011-10-17 12:16:10+00:00,Resolve ticket,Value 13
Case1453,3,2011-10-17 12:16:10+00:00,Resolve ticket,Value 13
Case1453,4,2011-11-17 08:10:24+00:00,Closed,Value 5
Case1454,0,2010-10-27 12:56:42+00:00,Assign seriousness,Value 2
Case1454,1,2010-10-29 09:01:37+00:00,Take in charge ticket,Value 6
Case1454,2,2010-10-29 10:39:35+00:00,Resolve ticket,Value 12
Case1454,3,2010-12-04 15:00:23+00:00,Closed,Value 5
Case1455,0,2011-05-26 04:21:01+00:00,Assign seriousness,Value 8
Case1455,1,2011-05-26 04:21:27+00:00,Take in charge ticket,Value 8
Case1455,2,2011-05-26 07:08:06+00:00,Resolve ticket,Value 13
Case1455,3,2011-07-13 04:30:37+00:00,Closed,Value 5
Case1456,0,2011-03-07 12:17:51+00:00,Assign seriousness,Value 8
Case1456,1,2011-03-07 12:19:11+00:00,Take in charge ticket,Value 8
Case1456,2,2011-03-07 12:19:48+00:00,Take in charge ticket,Value 8
Case1456,3,2011-03-10 14:10:49+00:00,Take in charge ticket,Value 8
Case1456,4,2011-04-20 12:58:03+00:00,Resolve ticket,Value 2
Case1456,5,2011-05-05 12:58:23+00:00,Closed,Value 5
Case1457,0,2013-08-02 10:16:15+00:00,Assign seriousness,Value 4
Case1457,1,2013-08-16 06:18:48+00:00,Take in charge ticket,Value 9
Case1457,2,2013-08-19 11:08:45+00:00,Wait,Value 9
Case1457,3,2013-08-20 05:39:10+00:00,Resolve ticket,Value 9
Case1457,4,2013-09-04 05:39:25+00:00,Closed,Value 3
Case1458,0,2011-09-21 07:18:24+00:00,Assign seriousness,Value 1
Case1458,1,2011-09-21 12:56:08+00:00,Resolve ticket,Value 9
Case1458,2,2011-10-22 07:20:33+00:00,Closed,Value 5
Case1459,0,2012-05-23 07:55:04+00:00,Assign seriousness,Value 1
Case1459,1,2012-05-24 07:00:15+00:00,Take in charge ticket,Value 9
Case1459,2,2012-05-24 08:20:17+00:00,Resolve ticket,Value 9
Case1459,3,2012-06-30 08:00:43+00:00,Closed,Value 5
Case1460,0,2013-09-06 12:53:55+00:00,Assign seriousness,Value 18
Case1460,1,2013-09-10 05:06:41+00:00,Take in charge ticket,Value 18
Case1460,2,2013-09-10 06:51:12+00:00,Wait,Value 18
Case1460,3,2013-09-18 04:27:51+00:00,Take in charge ticket,Value 18
Case1460,4,2013-09-18 07:29:16+00:00,Wait,Value 18
Case1460,5,2013-09-30 05:51:29+00:00,Resolve ticket,Value 18
Case1460,6,2013-10-15 05:51:44+00:00,Closed,Value 3
Case1461,0,2010-10-20 12:46:44+00:00,Assign seriousness,Value 2
Case1461,1,2010-10-21 11:31:10+00:00,Take in charge ticket,Value 2
Case1461,2,2010-10-22 10:13:54+00:00,Resolve ticket,Value 2
Case1461,3,2010-11-23 14:50:21+00:00,Closed,Value 5
Case1462,0,2012-06-20 12:05:18+00:00,Assign seriousness,Value 13
Case1462,1,2012-06-21 05:12:28+00:00,Take in charge ticket,Value 6
Case1462,2,2012-07-06 04:20:14+00:00,Wait,Value 6
Case1462,3,2012-07-06 11:59:10+00:00,Resolve ticket,Value 6
Case1462,4,2012-07-21 11:59:23+00:00,Closed,Value 5
Case1463,0,2011-09-02 12:14:41+00:00,Assign seriousness,Value 13
Case1463,1,2011-09-14 04:54:09+00:00,Assign seriousness,Value 6
Case1463,2,2011-09-14 06:24:43+00:00,Take in charge ticket,Value 6
Case1463,3,2011-09-15 09:22:27+00:00,Resolve ticket,Value 11
Case1463,4,2011-10-16 12:21:25+00:00,Closed,Value 5
Case1464,0,2013-07-22 09:34:49+00:00,Assign seriousness,Value 14
Case1464,1,2013-07-26 12:08:54+00:00,Take in charge ticket,Value 9
Case1464,2,2013-07-30 10:13:04+00:00,Wait,Value 9
Case1464,3,2013-08-14 04:22:57+00:00,Resolve ticket,Value 9
Case1464,4,2013-08-29 04:23:14+00:00,Closed,Value 3
Case1465,0,2013-04-09 12:56:46+00:00,Assign seriousness,Value 1
Case1465,1,2013-04-26 07:08:16+00:00,Take in charge ticket,Value 9
Case1465,2,2013-04-29 07:33:35+00:00,Wait,Value 9
Case1465,3,2013-04-30 07:09:02+00:00,Resolve ticket,Value 9
Case1465,4,2013-05-15 07:09:17+00:00,Closed,Value 3
Case1466,0,2012-07-31 11:44:06+00:00,Assign seriousness,Value 1
Case1466,1,2012-08-02 05:22:07+00:00,Take in charge ticket,Value 6
Case1466,2,2012-08-03 05:24:51+00:00,Resolve ticket,Value 6
Case1466,3,2012-09-13 11:50:27+00:00,Closed,Value 5
Case1467,0,2012-05-03 06:57:21+00:00,Assign seriousness,Value 4
Case1467,1,2012-05-03 10:21:49+00:00,Take in charge ticket,Value 1
Case1467,2,2012-05-03 11:37:24+00:00,Resolve ticket,Value 1
Case1467,3,2012-06-05 07:00:27+00:00,Closed,Value 5
Case1468,0,2010-02-02 08:18:33+00:00,Assign seriousness,Value 2
Case1468,1,2010-03-05 10:28:51+00:00,Assign seriousness,Value 16
Case1468,2,2010-03-05 10:28:58+00:00,Take in charge ticket,Value 16
Case1468,3,2010-03-05 11:45:01+00:00,Resolve ticket,Value 16
Case1468,4,2010-03-20 11:45:16+00:00,Closed,Value 5
Case1469,0,2010-03-19 13:07:01+00:00,Assign seriousness,Value 2
Case1469,1,2010-04-02 07:14:27+00:00,Take in charge ticket,Value 2
Case1469,2,2010-04-26 12:52:28+00:00,Resolve ticket,Value 2
Case1469,3,2010-05-10 06:37:08+00:00,Closed,Value 21
Case1470,0,2011-04-15 12:21:04+00:00,Assign seriousness,Value 13
Case1470,1,2011-04-21 12:54:19+00:00,Take in charge ticket,Value 13
Case1470,2,2011-04-21 12:55:24+00:00,Resolve ticket,Value 13
Case1470,3,2011-05-18 12:30:27+00:00,Closed,Value 5
Case1471,0,2013-02-07 08:33:31+00:00,Assign seriousness,Value 1
Case1471,1,2013-02-13 13:46:57+00:00,Take in charge ticket,Value 2
Case1471,2,2013-03-07 07:27:42+00:00,Require upgrade,Value 2
Case1471,3,2013-03-07 11:49:48+00:00,Resolve ticket,Value 2
Case1471,4,2013-03-22 11:50:04+00:00,Closed,Value 3
Case1472,0,2010-03-19 13:24:30+00:00,Assign seriousness,Value 2
Case1472,1,2010-03-22 12:43:02+00:00,Take in charge ticket,Value 2
Case1472,2,2010-03-22 12:43:09+00:00,Wait,Value 2
Case1472,3,2010-03-22 12:45:17+00:00,Take in charge ticket,Value 2
Case1472,4,2010-03-22 12:45:24+00:00,Wait,Value 2
Case1472,5,2010-04-16 12:55:48+00:00,Take in charge ticket,Value 2
Case1472,6,2010-04-16 12:55:53+00:00,Resolve ticket,Value 2
Case1472,7,2010-05-01 12:56:07+00:00,Closed,Value 5
Case1473,0,2011-12-15 08:37:04+00:00,Assign seriousness,Value 1
Case1473,1,2011-12-16 14:05:44+00:00,Resolve ticket,Value 9
Case1473,2,2011-12-16 14:05:44+00:00,Resolve ticket,Value 9
Case1473,3,2012-02-01 08:40:51+00:00,Closed,Value 5
Case1474,0,2010-11-17 08:29:38+00:00,Assign seriousness,Value 2
Case1474,1,2010-11-17 08:30:01+00:00,Take in charge ticket,Value 2
Case1474,2,2010-11-17 08:31:31+00:00,Resolve ticket,Value 2
Case1474,3,2010-12-18 08:30:30+00:00,Closed,Value 5
Case1475,0,2012-04-18 06:50:00+00:00,Assign seriousness,Value 1
Case1475,1,2012-04-18 08:59:42+00:00,Take in charge ticket,Value 13
Case1475,2,2012-04-24 05:13:20+00:00,Wait,Value 13
Case1475,3,2012-04-26 12:04:06+00:00,Take in charge ticket,Value 1
Case1475,4,2012-04-30 09:08:52+00:00,Resolve ticket,Value 1
Case1475,5,2012-06-15 04:40:50+00:00,Closed,Value 5
Case1476,0,2011-04-12 04:54:12+00:00,Assign seriousness,Value 2
Case1476,1,2011-04-13 06:26:02+00:00,Take in charge ticket,Value 2
Case1476,2,2011-04-13 06:28:28+00:00,Wait,Value 2
Case1476,3,2011-04-20 05:40:17+00:00,Take in charge ticket,Value 2
Case1476,4,2011-04-20 05:40:30+00:00,Resolve ticket,Value 2
Case1476,5,2011-05-20 04:20:18+00:00,Closed,Value 5
Case1477,0,2011-12-19 13:47:05+00:00,Assign seriousness,Value 1
Case1477,1,2011-12-21 07:58:34+00:00,Take in charge ticket,Value 4
Case1477,2,2011-12-21 09:13:41+00:00,Resolve ticket,Value 4
Case1477,3,2012-01-19 13:50:41+00:00,Closed,Value 5
Case1478,0,2013-09-25 06:47:44+00:00,Assign seriousness,Value 1
Case1478,1,2013-09-26 10:57:11+00:00,Assign seriousness,Value 18
Case1478,2,2013-09-26 10:57:23+00:00,Take in charge ticket,Value 18
Case1478,3,2013-09-27 07:04:10+00:00,Wait,Value 18
Case1478,4,2013-10-08 05:30:06+00:00,Take in charge ticket,Value 18
Case1478,5,2013-10-09 06:39:27+00:00,Wait,Value 2
Case1478,6,2013-11-08 07:13:32+00:00,Resolve ticket,Value 2
Case1478,7,2013-11-23 07:13:49+00:00,Closed,Value 3
Case1479,0,2011-03-30 13:03:03+00:00,Assign seriousness,Value 8
Case1479,1,2011-03-30 13:03:19+00:00,Take in charge ticket,Value 8
Case1479,2,2011-03-30 13:04:15+00:00,Resolve ticket,Value 8
Case1479,3,2011-05-04 13:00:31+00:00,Closed,Value 5
Case1480,0,2011-10-06 11:29:43+00:00,Assign seriousness,Value 4
Case1480,1,2011-10-06 11:32:23+00:00,Take in charge ticket,Value 9
Case1480,2,2011-10-10 06:45:29+00:00,Resolve ticket,Value 15
Case1480,3,2011-11-08 13:30:46+00:00,Closed,Value 5
Case1481,0,2011-10-03 10:15:39+00:00,Assign seriousness,Value 1
Case1481,1,2011-10-06 04:57:15+00:00,Take in charge ticket,Value 9
Case1481,2,2011-10-06 04:58:40+00:00,Resolve ticket,Value 9
Case1481,3,2011-11-03 12:20:16+00:00,Closed,Value 5
Case1482,0,2011-12-14 12:25:19+00:00,Assign seriousness,Value 1
Case1482,1,2011-12-14 12:27:07+00:00,Take in charge ticket,Value 4
Case1482,2,2011-12-15 07:19:48+00:00,Resolve ticket,Value 4
Case1482,3,2012-01-15 00:02:28+00:00,Closed,Value 5
Case1483,0,2012-05-22 04:02:11+00:00,Assign seriousness,Value 1
Case1483,1,2012-05-23 05:06:15+00:00,Take in charge ticket,Value 9
Case1483,2,2012-05-24 05:27:18+00:00,Resolve ticket,Value 4
Case1483,3,2012-07-14 04:11:12+00:00,Closed,Value 5
Case1484,0,2013-05-06 07:59:01+00:00,Assign seriousness,Value 1
Case1484,1,2013-05-14 06:27:40+00:00,Take in charge ticket,Value 2
Case1484,2,2013-05-22 07:35:21+00:00,Wait,Value 2
Case1484,3,2013-05-24 06:54:23+00:00,Resolve ticket,Value 9
Case1484,4,2013-06-08 06:54:44+00:00,Closed,Value 3
Case1485,0,2010-01-21 06:52:31+00:00,Assign seriousness,Value 2
Case1485,1,2010-02-17 08:05:11+00:00,Take in charge ticket,Value 2
Case1485,2,2010-02-17 08:05:17+00:00,Resolve ticket,Value 2
Case1485,3,2010-03-04 08:05:28+00:00,Closed,Value 5
Case1486,0,2012-01-18 13:03:59+00:00,Assign seriousness,Value 1
Case1486,1,2012-01-18 13:04:20+00:00,Take in charge ticket,Value 1
Case1486,2,2012-01-18 13:35:35+00:00,Resolve ticket,Value 13
Case1486,3,2012-02-18 13:10:24+00:00,Closed,Value 5
Case1487,0,2013-02-19 11:18:32+00:00,Assign seriousness,Value 1
Case1487,1,2013-03-25 12:30:27+00:00,Take in charge ticket,Value 4
Case1487,2,2013-03-25 14:08:02+00:00,Resolve ticket,Value 4
Case1487,3,2013-04-09 12:08:20+00:00,Closed,Value 3
Case1488,0,2012-04-18 05:57:02+00:00,Assign seriousness,Value 1
Case1488,1,2012-04-18 09:32:41+00:00,Take in charge ticket,Value 13
Case1488,2,2012-04-18 11:41:41+00:00,Resolve ticket,Value 13
Case1488,3,2012-05-26 06:00:20+00:00,Closed,Value 5
Case1489,0,2012-05-30 10:25:09+00:00,Assign seriousness,Value 4
Case1489,1,2012-05-30 10:41:30+00:00,Take in charge ticket,Value 4
Case1489,2,2012-05-30 11:07:57+00:00,Resolve ticket,Value 4
Case1489,3,2012-06-30 10:30:43+00:00,Closed,Value 5
Case1490,0,2011-08-09 04:34:19+00:00,Take in charge ticket,Value 12
Case1490,1,2011-08-09 09:43:14+00:00,Resolve ticket,Value 12
Case1490,2,2011-09-09 04:40:22+00:00,Closed,Value 5
Case1491,0,2010-07-29 11:00:20+00:00,Assign seriousness,Value 9
Case1491,1,2010-07-29 11:01:48+00:00,Take in charge ticket,Value 9
Case1491,2,2010-07-29 11:02:18+00:00,Wait,Value 9
Case1491,3,2010-09-07 05:07:08+00:00,Take in charge ticket,Value 14
Case1491,4,2010-09-07 05:15:12+00:00,Resolve ticket,Value 14
Case1491,5,2010-09-22 05:15:32+00:00,Closed,Value 5
Case1492,0,2011-06-24 07:03:50+00:00,Insert ticket,Value 7
Case1492,1,2011-06-24 07:08:50+00:00,Assign seriousness,Value 7
Case1492,2,2011-06-29 05:02:37+00:00,Assign seriousness,Value 2
Case1492,3,2011-06-29 10:16:49+00:00,Take in charge ticket,Value 9
Case1492,4,2011-07-04 07:16:10+00:00,Wait,Value 9
Case1492,5,2011-07-04 08:04:41+00:00,Take in charge ticket,Value 9
Case1492,6,2011-07-04 08:05:25+00:00,Resolve ticket,Value 9
Case1492,7,2011-07-27 07:50:33+00:00,Closed,Value 5
Case1493,0,2012-03-19 06:26:04+00:00,Assign seriousness,Value 1
Case1493,1,2012-03-19 06:26:14+00:00,Take in charge ticket,Value 1
Case1493,2,2012-03-19 06:47:06+00:00,Resolve ticket,Value 1
Case1493,3,2012-04-26 04:30:52+00:00,Closed,Value 5
Case1494,0,2010-09-01 11:54:35+00:00,Assign seriousness,Value 14
Case1494,1,2010-09-01 12:01:57+00:00,Assign seriousness,Value 2
Case1494,2,2010-09-01 13:05:15+00:00,Take in charge ticket,Value 11
Case1494,3,2010-09-01 13:05:28+00:00,Resolve ticket,Value 11
Case1494,4,2010-10-02 12:00:28+00:00,Closed,Value 5
Case1495,0,2013-02-21 11:33:14+00:00,Assign seriousness,Value 1
Case1495,1,2013-03-11 05:57:30+00:00,Take in charge ticket,Value 2
Case1495,2,2013-03-11 09:37:52+00:00,Require upgrade,Value 2
Case1495,3,2013-03-13 06:27:08+00:00,Require upgrade,Value 9
Case1495,4,2013-03-13 07:12:26+00:00,Resolve ticket,Value 9
Case1495,5,2013-03-28 07:12:45+00:00,Closed,Value 3
Case1496,0,2011-06-21 06:14:38+00:00,Assign seriousness,Value 8
Case1496,1,2011-06-21 06:14:50+00:00,Assign seriousness,Value 8
Case1496,2,2011-06-22 10:12:41+00:00,Take in charge ticket,Value 2
Case1496,3,2011-06-28 10:39:55+00:00,Resolve ticket,Value 2
Case1496,4,2011-06-28 11:42:09+00:00,Take in charge ticket,Value 2
Case1496,5,2011-06-29 04:26:40+00:00,Resolve ticket,Value 2
Case1496,6,2011-07-22 06:20:43+00:00,Closed,Value 5
Case1497,0,2012-07-17 07:41:41+00:00,Assign seriousness,Value 1
Case1497,1,2012-07-18 11:59:06+00:00,Resolve ticket,Value 13
Case1497,2,2012-07-18 11:59:06+00:00,Resolve ticket,Value 13
Case1497,3,2012-09-01 07:50:31+00:00,Closed,Value 5
Case1498,0,2010-10-22 07:29:09+00:00,Assign seriousness,Value 9
Case1498,1,2010-10-25 07:15:00+00:00,Take in charge ticket,Value 9
Case1498,2,2010-10-25 07:15:20+00:00,Resolve ticket,Value 9
Case1498,3,2010-12-02 09:30:26+00:00,Closed,Value 5
Case1499,0,2010-05-18 11:55:10+00:00,Assign seriousness,Value 2
Case1499,1,2010-05-19 06:28:36+00:00,Take in charge ticket,Value 16
Case1499,2,2010-05-19 07:31:11+00:00,Wait,Value 16
Case1499,3,2010-05-19 10:25:26+00:00,Take in charge ticket,Value 16
Case1499,4,2010-05-19 11:10:40+00:00,Wait,Value 16
Case1499,5,2010-05-21 10:33:18+00:00,Take in charge ticket,Value 16
Case1499,6,2010-05-21 10:44:25+00:00,Wait,Value 16
Case1499,7,2010-05-27 04:28:34+00:00,Take in charge ticket,Value 16
Case1499,8,2010-05-27 04:30:29+00:00,Resolve ticket,Value 16
Case1499,9,2010-05-28 10:57:34+00:00,Take in charge ticket,Value 16
Case1499,10,2010-05-28 11:24:06+00:00,Wait,Value 16
Case1499,11,2010-06-04 09:14:15+00:00,Take in charge ticket,Value 16
Case1499,12,2010-06-04 09:14:22+00:00,Resolve ticket,Value 16
Case1499,13,2010-06-19 09:14:37+00:00,Closed,Value 5
Case1500,0,2012-08-09 12:16:14+00:00,Assign seriousness,Value 4
Case1500,1,2012-09-10 12:35:07+00:00,Resolve ticket,Value 9
Case1500,2,2012-09-10 12:35:07+00:00,Resolve ticket,Value 9
Case1500,3,2012-09-25 12:35:24+00:00,Closed,Value 3
Case1501,0,2013-03-19 12:59:55+00:00,Take in charge ticket,Value 1
Case1501,1,2013-04-04 04:44:00+00:00,Resolve ticket,Value 9
Case1501,2,2013-04-04 04:44:00+00:00,Resolve ticket,Value 9
Case1501,3,2013-04-19 04:44:15+00:00,Closed,Value 3
Case1502,0,2011-05-25 10:16:25+00:00,Assign seriousness,Value 8
Case1502,1,2011-05-25 10:16:48+00:00,Take in charge ticket,Value 8
Case1502,2,2011-05-25 10:23:02+00:00,Wait,Value 8
Case1502,3,2011-05-31 12:39:13+00:00,Take in charge ticket,Value 2
Case1502,4,2011-06-08 05:17:26+00:00,Wait,Value 9
Case1502,5,2011-06-24 07:20:31+00:00,Take in charge ticket,Value 9
Case1502,6,2011-06-24 07:22:03+00:00,Resolve ticket,Value 9
Case1502,7,2011-06-24 07:42:12+00:00,Take in charge ticket,Value 9
Case1502,8,2011-06-24 12:27:11+00:00,Resolve ticket,Value 9
Case1502,9,2011-07-09 12:27:29+00:00,Closed,Value 5
Case1503,0,2012-03-26 05:58:13+00:00,Assign seriousness,Value 1
Case1503,1,2012-03-26 10:33:44+00:00,Take in charge ticket,Value 1
Case1503,2,2012-03-26 10:57:44+00:00,Resolve ticket,Value 17
Case1503,3,2012-05-24 06:00:32+00:00,Closed,Value 5
Case1504,0,2011-01-14 07:39:50+00:00,Assign seriousness,Value 8
Case1504,1,2011-01-20 10:04:43+00:00,Take in charge ticket,Value 14
Case1504,2,2011-02-03 12:41:13+00:00,Resolve ticket,Value 14
Case1504,3,2011-02-18 12:41:29+00:00,Closed,Value 5
Case1505,0,2012-07-27 10:07:27+00:00,Assign seriousness,Value 1
Case1505,1,2012-07-30 04:52:15+00:00,Take in charge ticket,Value 16
Case1505,2,2012-07-30 05:06:49+00:00,Resolve ticket,Value 16
Case1505,3,2012-09-09 10:10:32+00:00,Closed,Value 5
Case1506,0,2013-03-15 07:06:19+00:00,Assign seriousness,Value 1
Case1506,1,2013-03-15 07:27:49+00:00,Wait,Value 2
Case1506,2,2013-03-15 07:27:49+00:00,Wait,Value 2
Case1506,3,2013-04-02 04:14:33+00:00,Take in charge ticket,Value 2
Case1506,4,2013-04-10 05:39:28+00:00,Resolve ticket,Value 9
Case1506,5,2013-04-10 05:39:29+00:00,Resolve ticket,Value 9
Case1506,6,2013-04-25 05:39:42+00:00,Closed,Value 3
Case1507,0,2013-11-18 07:49:48+00:00,Assign seriousness,Value 1
Case1507,1,2013-11-18 11:39:21+00:00,Take in charge ticket,Value 1
Case1507,2,2013-11-21 13:31:39+00:00,Wait,Value 2
Case1507,3,2013-12-04 14:26:10+00:00,Resolve ticket,Value 1
Case1507,4,2013-12-19 14:26:27+00:00,Closed,Value 3
Case1508,0,2012-03-15 11:33:06+00:00,Assign seriousness,Value 1
Case1508,1,2012-03-16 11:13:00+00:00,Take in charge ticket,Value 1
Case1508,2,2012-03-16 11:58:02+00:00,Resolve ticket,Value 1
Case1508,3,2012-04-17 09:41:20+00:00,Closed,Value 5
Case1509,0,2013-08-07 07:25:31+00:00,Assign seriousness,Value 9
Case1509,1,2013-08-29 05:52:45+00:00,Take in charge ticket,Value 2
Case1509,2,2013-08-29 09:45:24+00:00,Wait,Value 2
Case1509,3,2013-08-29 11:28:53+00:00,Resolve ticket,Value 2
Case1509,4,2013-09-13 11:29:09+00:00,Closed,Value 3
Case1510,0,2013-06-14 04:52:16+00:00,Assign seriousness,Value 2
Case1510,1,2013-06-14 04:53:18+00:00,Take in charge ticket,Value 2
Case1510,2,2013-06-14 05:16:59+00:00,Wait,Value 2
Case1510,3,2013-07-04 07:15:52+00:00,Resolve ticket,Value 2
Case1510,4,2013-07-19 07:16:09+00:00,Closed,Value 3
Case1511,0,2011-02-22 14:16:45+00:00,Assign seriousness,Value 13
Case1511,1,2011-02-22 14:17:02+00:00,Take in charge ticket,Value 13
Case1511,2,2011-02-22 14:21:07+00:00,Resolve ticket,Value 13
Case1511,3,2011-04-07 12:20:24+00:00,Closed,Value 5
Case1512,0,2011-02-10 12:35:19+00:00,Assign seriousness,Value 8
Case1512,1,2011-02-10 12:35:42+00:00,Take in charge ticket,Value 8
Case1512,2,2011-02-16 12:41:24+00:00,Resolve ticket,Value 14
Case1512,3,2011-04-03 10:40:41+00:00,Closed,Value 5
Case1513,0,2011-01-13 12:32:17+00:00,Assign seriousness,Value 8
Case1513,1,2011-01-17 14:34:43+00:00,Assign seriousness,Value 2
Case1513,2,2011-01-18 14:07:38+00:00,Take in charge ticket,Value 2
Case1513,3,2011-01-18 14:21:17+00:00,Resolve ticket,Value 2
Case1513,4,2011-02-19 12:40:57+00:00,Closed,Value 5
Case1514,0,2011-04-07 05:54:07+00:00,Assign seriousness,Value 8
Case1514,1,2011-04-07 05:54:39+00:00,Take in charge ticket,Value 8
Case1514,2,2011-04-08 13:08:18+00:00,Resolve ticket,Value 2
Case1514,3,2011-05-21 06:07:05+00:00,Closed,Value 5
Case1515,0,2010-11-29 08:46:31+00:00,Assign seriousness,Value 14
Case1515,1,2010-11-30 07:16:23+00:00,Take in charge ticket,Value 16
Case1515,2,2010-11-30 07:33:58+00:00,Resolve ticket,Value 16
Case1515,3,2011-01-13 08:50:19+00:00,Closed,Value 5
Case1516,0,2011-06-21 06:03:15+00:00,Assign seriousness,Value 8
Case1516,1,2011-06-21 06:03:29+00:00,Assign seriousness,Value 8
Case1516,2,2011-06-28 05:15:08+00:00,Assign seriousness,Value 2
Case1516,3,2011-06-29 10:51:54+00:00,Take in charge ticket,Value 9
Case1516,4,2011-07-08 11:08:00+00:00,Wait,Value 9
